ClimateZone,UnitType,GasUse,ElectricityUse,DryerUse,NumFridges,HasGeneration,HasInternet,HasPoolPump,HasAircon,IsHomeDaytime
Mild temperate,NotUnit,HI,MED,LOW,1.0,N,Y,Y,Y,Y
Mild temperate,NotUnit,HI,LOW,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,LOW,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,MED,NONE,2.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,LOW,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,MED,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,MED,NONE,1.0,N,Y,N,Y,N
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,Y,N,Y,Y
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,LOW,LOW,2.0,N,Y,N,N,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,MED,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,HI,MED,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,LOW,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,MED,HI,LOW,1.0,N,Y,Y,Y,N
Warm temperate,NotUnit,LOW,HI,LOW,2.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,MED,NONE,3.0,N,Y,N,N,Y
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,Y,N,Y,Y
Mild temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,MED,LOW,1.0,Y,Y,Y,Y,Y
Warm temperate,NotUnit,MED,MED,NONE,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,HI,HI,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,MED,MED,1.0,N,Y,N,Y,Y
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,HI,LOW,2.0,N,Y,Y,Y,Y
Mild temperate,NotUnit,HI,MED,LOW,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,LOW,NONE,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,N,N,N,Y
Mild temperate,NotUnit,LOW,MED,NONE,3.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,LOW,NONE,1.0,N,N,N,N,Y
Warm temperate,NotUnit,LOW,LOW,MED,1.0,N,Y,N,Y,Y
Warm temperate,Unit,LOW,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,MED,LOW,3.0,N,Y,N,Y,Y
Warm temperate,NotUnit,HI,LOW,LOW,1.0,N,N,N,Y,Y
Warm temperate,NotUnit,HI,MED,MED,3.0,N,N,N,Y,Y
Warm temperate,NotUnit,HI,LOW,LOW,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,HI,LOW,LOW,2.0,N,Y,N,Y,Y
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,MED,1.0,N,Y,N,N,N
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Mild temperate,NotUnit,MED,HI,NONE,1.0,N,N,N,N,N
Warm temperate,NotUnit,LOW,LOW,NONE,2.0,N,Y,N,N,Y
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Mild temperate,NotUnit,MED,MED,LOW,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,MED,NONE,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,HI,LOW,1.0,N,Y,N,Y,Y
Mild temperate,NotUnit,LOW,LOW,NONE,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,LOW,NONE,2.0,N,N,Y,Y,Y
Warm temperate,Unit,MED,LOW,NONE,1.0,N,Y,N,N,Y
Warm temperate,Unit,LOW,HI,NONE,2.0,N,Y,N,Y,Y
Mild temperate,NotUnit,LOW,HI,NONE,2.0,N,Y,Y,N,Y
Mild temperate,Unit,HI,LOW,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,HI,LOW,1.0,N,Y,N,Y,N
Mild temperate,NotUnit,HI,LOW,NONE,2.0,N,Y,N,Y,Y
Mild temperate,NotUnit,HI,MED,NONE,1.0,N,N,N,N,N
Mild temperate,NotUnit,HI,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,MED,LOW,1.0,N,Y,Y,Y,Y
Mild temperate,NotUnit,MED,HI,NONE,2.0,N,Y,Y,N,Y
Mild temperate,NotUnit,MED,HI,MED,2.0,N,Y,N,Y,Y
Mild temperate,NotUnit,MED,LOW,NONE,1.0,N,N,N,Y,N
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,HI,MED,LOW,1.0,N,Y,N,Y,Y
Warm temperate,Unit,HI,MED,NONE,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,MED,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,MED,LOW,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,MED,MED,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,HI,MED,2.0,N,Y,N,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,HI,MED,3.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,MED,MED,1.0,N,Y,N,N,N
Warm temperate,NotUnit,HI,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,HI,MED,2.0,N,Y,N,N,N
Warm temperate,NotUnit,HI,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,MED,1.0,N,Y,N,N,N
Warm temperate,Unit,MED,LOW,MED,1.0,N,Y,N,N,N
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,N,N,N
Warm temperate,Unit,MED,LOW,MED,1.0,N,Y,N,Y,N
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,MED,LOW,2.0,N,Y,Y,Y,N
Warm temperate,NotUnit,LOW,HI,MED,2.0,N,Y,N,Y,N
Warm temperate,Unit,MED,MED,MED,1.0,N,Y,N,Y,Y
Warm temperate,Unit,MED,MED,HI,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,HI,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,NONE,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,MED,MED,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,MED,LOW,NONE,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,LOW,NONE,1.0,N,N,N,Y,Y
Warm temperate,NotUnit,MED,MED,MED,1.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,MED,MED,1.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,LOW,LOW,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,HI,MED,NONE,1.0,N,N,N,N,Y
Warm temperate,Unit,LOW,LOW,MED,1.0,N,Y,N,N,N
Mild temperate,NotUnit,LOW,LOW,LOW,1.0,N,N,N,Y,Y
Warm temperate,Unit,LOW,LOW,HI,1.0,N,Y,N,N,N
Warm temperate,Unit,LOW,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,LOW,2.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,LOW,LOW,2.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,LOW,NONE,3.0,N,N,N,Y,N
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,Y,N,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,N,N,Y
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,MED,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,MED,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,MED,MED,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,HI,LOW,2.0,N,N,N,Y,Y
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,MED,MED,1.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,MED,NONE,1.0,N,Y,N,N,Y
Mild temperate,NotUnit,LOW,LOW,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,HI,LOW,MED,1.0,N,Y,N,N,N
Warm temperate,NotUnit,HI,HI,LOW,3.0,N,N,Y,N,Y
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,HI,HI,LOW,2.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,HI,LOW,1.0,N,N,N,N,Y
Warm temperate,NotUnit,MED,MED,LOW,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,LOW,MED,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,MED,LOW,1.0,N,Y,Y,Y,Y
Mild temperate,NotUnit,MED,LOW,NONE,1.0,N,Y,N,N,N
Mild temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,MED,1.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,LOW,HI,1.0,N,Y,N,Y,Y
Mild temperate,NotUnit,LOW,MED,NONE,3.0,Y,Y,Y,Y,Y
Warm temperate,Unit,HI,LOW,NONE,1.0,N,Y,N,Y,Y
Warm temperate,Unit,HI,LOW,NONE,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,HI,LOW,LOW,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,HI,MED,LOW,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,HI,MED,NONE,1.0,N,N,N,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,MED,NONE,1.0,N,Y,N,Y,N
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,HI,NONE,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,MED,1.0,N,Y,N,N,N
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,MED,1.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,MED,NONE,1.0,N,N,N,N,Y
Warm temperate,NotUnit,LOW,MED,MED,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,MED,MED,1.0,N,Y,N,Y,N
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,NONE,1.0,N,Y,N,N,N
Warm temperate,Unit,MED,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,HI,NONE,1.0,N,Y,N,N,N
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,N,N,Y,N
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Mild temperate,NotUnit,MED,HI,NONE,3.0,N,Y,N,Y,N
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,MED,HI,LOW,2.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,MED,HI,2.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,LOW,NONE,1.0,N,N,N,N,Y
Warm temperate,NotUnit,LOW,MED,NONE,1.0,N,N,Y,Y,Y
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,N,N,N,N
Warm temperate,NotUnit,MED,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,MED,2.0,N,Y,N,N,N
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,N,N,N,N
Warm temperate,NotUnit,LOW,LOW,NONE,1.0,N,N,N,N,N
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,N,N,N,Y
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,N,N,N
Warm temperate,Unit,HI,LOW,MED,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,MED,LOW,NONE,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,LOW,2.0,N,Y,Y,Y,N
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Mild temperate,NotUnit,HI,LOW,LOW,1.0,N,N,N,N,N
Mild temperate,NotUnit,HI,LOW,NONE,1.0,N,N,N,Y,N
Mild temperate,NotUnit,HI,MED,LOW,1.0,N,Y,Y,Y,Y
Mild temperate,NotUnit,HI,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,MED,3.0,N,Y,N,Y,N
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,N,N,Y
Warm temperate,Unit,LOW,LOW,MED,1.0,N,Y,N,Y,Y
Warm temperate,Unit,LOW,MED,LOW,1.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,LOW,LOW,2.0,N,N,N,N,Y
Warm temperate,NotUnit,HI,HI,LOW,2.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,N,N,N,Y
Warm temperate,NotUnit,LOW,MED,NONE,1.0,N,Y,N,N,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,N,N,Y
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,N,N,N,Y
Warm temperate,NotUnit,HI,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,MED,MED,1.0,N,Y,N,N,N
Warm temperate,Unit,LOW,MED,NONE,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,LOW,NONE,1.0,N,Y,N,N,N
Warm temperate,Unit,HI,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,MED,NONE,1.0,N,Y,N,N,Y
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,N,N,N,Y
Warm temperate,NotUnit,HI,LOW,LOW,1.0,N,Y,Y,N,Y
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,N,N,N,Y
Warm temperate,Unit,HI,MED,LOW,1.0,N,Y,N,Y,Y
Warm temperate,Unit,HI,LOW,NONE,1.0,N,Y,N,Y,N
Mild temperate,NotUnit,LOW,MED,NONE,1.0,N,N,N,Y,N
Mild temperate,Unit,HI,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,LOW,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,HI,HI,LOW,3.0,N,Y,N,Y,Y
Warm temperate,NotUnit,HI,MED,LOW,2.0,N,N,N,Y,Y
Warm temperate,NotUnit,HI,HI,LOW,2.0,N,N,N,Y,Y
Mild temperate,Unit,MED,MED,LOW,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,HI,MED,MED,1.0,N,Y,Y,Y,N
Warm temperate,Unit,LOW,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,HI,LOW,2.0,N,Y,N,Y,N
Mild temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,HI,LOW,LOW,2.0,N,Y,N,Y,Y
Mild temperate,NotUnit,LOW,LOW,LOW,2.0,N,Y,N,Y,N
Mild temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,NONE,1.0,N,Y,N,N,N
Mild temperate,Unit,HI,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,MED,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,LOW,NONE,3.0,N,Y,N,Y,N
Warm temperate,NotUnit,MED,MED,LOW,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,MED,MED,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,HI,MED,3.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,HI,LOW,1.0,N,Y,Y,N,Y
Warm temperate,NotUnit,LOW,HI,LOW,4.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,NONE,2.0,N,Y,N,N,N
Warm temperate,Unit,MED,LOW,MED,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,HI,LOW,LOW,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,MED,LOW,1.0,N,N,N,N,N
Warm temperate,NotUnit,LOW,LOW,NONE,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,LOW,NONE,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,MED,LOW,2.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,HI,LOW,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,MED,NONE,2.0,N,N,N,Y,Y
Warm temperate,NotUnit,LOW,LOW,MED,1.0,N,Y,N,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,LOW,NONE,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,MED,MED,HI,1.0,N,Y,Y,Y,N
Mild temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,NONE,1.0,N,Y,N,N,N
Mild temperate,NotUnit,LOW,MED,LOW,2.0,N,Y,N,Y,N
Mild temperate,NotUnit,LOW,MED,LOW,2.0,N,Y,Y,N,N
Warm temperate,NotUnit,MED,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,NONE,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,HI,LOW,LOW,2.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,MED,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,2.0,N,Y,N,N,Y
Warm temperate,NotUnit,MED,LOW,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,HI,HI,1.0,N,N,N,Y,Y
Warm temperate,NotUnit,HI,MED,LOW,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,HI,HI,LOW,3.0,N,Y,N,Y,Y
Warm temperate,NotUnit,MED,MED,LOW,2.0,N,Y,N,Y,N
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,N,N,N
Warm temperate,NotUnit,HI,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,HI,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,MED,MED,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,MED,MED,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,MED,NONE,1.0,N,Y,N,N,Y
Mild temperate,NotUnit,HI,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,LOW,1.0,N,Y,N,N,Y
Warm temperate,NotUnit,LOW,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,HI,HI,1.0,N,Y,Y,Y,N
Mild temperate,NotUnit,LOW,LOW,MED,1.0,N,N,N,Y,N
Warm temperate,Unit,HI,LOW,LOW,1.0,N,N,N,Y,Y
Warm temperate,Unit,HI,HI,MED,1.0,N,N,N,Y,Y
Warm temperate,Unit,MED,MED,MED,1.0,N,Y,N,Y,N
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,MED,MED,1.0,N,Y,N,Y,N
Warm temperate,Unit,MED,LOW,MED,1.0,N,Y,N,Y,N
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,NONE,1.0,N,Y,N,N,Y
Warm temperate,Unit,MED,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,LOW,2.0,N,N,N,Y,Y
Warm temperate,NotUnit,LOW,HI,NONE,1.0,N,Y,N,N,N
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,MED,1.0,N,Y,N,N,N
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,MED,1.0,N,Y,N,N,N
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,N,N,N
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Mild temperate,NotUnit,HI,MED,NONE,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,MED,MED,LOW,3.0,N,N,N,Y,Y
Warm temperate,NotUnit,MED,HI,LOW,1.0,Y,Y,N,Y,N
Mild temperate,NotUnit,LOW,MED,NONE,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,MED,MED,NONE,1.0,N,N,N,Y,Y
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,LOW,LOW,2.0,N,N,N,Y,Y
Warm temperate,NotUnit,MED,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,NONE,1.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,MED,LOW,1.0,N,N,N,Y,Y
Warm temperate,Unit,MED,LOW,LOW,1.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,HI,LOW,2.0,N,Y,N,Y,Y
Warm temperate,NotUnit,LOW,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,NONE,2.0,N,Y,N,Y,N
Warm temperate,NotUnit,MED,MED,LOW,3.0,N,Y,N,Y,Y
Warm temperate,NotUnit,MED,LOW,NONE,2.0,N,Y,N,Y,N
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,LOW,LOW,1.0,N,Y,N,N,Y
Warm temperate,Unit,LOW,LOW,NONE,1.0,N,Y,N,N,N
Warm temperate,NotUnit,HI,LOW,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,MED,HI,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,LOW,MED,LOW,1.0,N,N,N,N,N
Warm temperate,NotUnit,HI,HI,LOW,1.0,N,Y,Y,Y,N
Warm temperate,NotUnit,HI,MED,LOW,1.0,N,Y,Y,Y,Y
Warm temperate,NotUnit,HI,LOW,NONE,1.0,N,Y,N,N,Y
